,id,nodes,edges,density,isolated_nodes,core_number,global_cc,approx_avg_local_cc,max_cliques,connected_components,strongly_connected_components,degree_assortativity_coefficient,degree_pearson_correlation_coefficient,avg_shortest_path_length,avg_neighbour_degree,avg_degree_connectivity,degree_centrality_min,degree_centrality_1qr,degree_centrality_median,degree_centrality_3qr,degree_centrality_max,degree_centrality_avg,eigenvector_centrality_min,eigenvector_centrality_1qr,eigenvector_centrality_median,eigenvector_centrality_3qr,eigenvector_centrality_max,eigenvector_centrality_avg,pagerank_min,pagerank_1qr,pagerank_median,pagerank_3qr,pagerank_max,pagerank_avg,betweenness_centrality_min,betweenness_centrality_1qr,betweenness_centrality_median,betweenness_centrality_3qr,betweenness_centrality_max,betweenness_centrality_avg,closeness_centrality_min,closeness_centrality_1qr,closeness_centrality_median,closeness_centrality_3qr,closeness_centrality_max,closeness_centrality_avg,check_planarity,label
10,8730286,84,1296,0.3717728055077453,0,28,0.702739024702419,0.88676844697266,10,1,1,-0.1303981656835305,-0.13039816568353046,1.6282271944922548,37.6818906510391,35.24504827675118,15.0,22.5,27.0,34.0,83.0,30.857142857142858,0.036665519124138034,0.08087874349326356,0.09695144542140689,0.10332322756779705,0.22624599930910047,0.1008722956137801,0.007418255155171551,0.009066302046307352,0.01038298914453309,0.013576729505460714,0.029852716023266848,0.011904761904761904,0.0,0.0,0.0,0.008651745456235795,0.13503463022357154,0.007529223747324085,0.0,0.0,0.0,0.0085820201738484,0.1308046297587369,0.007477759848419116,False,ai
11,8722369,89,1233,0.3148621041879469,0,26,0.6377588021990876,0.8788609425787236,17,1,1,-0.17485275494817534,-0.17485275494817712,1.685137895812053,36.93839322841425,35.051426767854615,14.0,19.0,21.0,29.0,83.0,27.707865168539325,0.04721096757650005,0.06057590442137687,0.08477006647410329,0.11260242960730556,0.23398313358352874,0.09570853955294376,0.0066918340603754276,0.008152922099906462,0.008800005388875912,0.012163696233343914,0.030947142759112964,0.011235955056179773,0.0,0.0,0.0,0.004718077441546964,0.12678380514106444,0.0076977234042437635,0.0,0.0,0.0,0.004369451029609992,0.12799237670244576,0.00768884452933301,False,ai
12,8712277,86,1188,0.3250341997264022,0,28,0.703561140992633,0.9123906215844463,8,1,1,-0.10233577424946715,-0.10233577424946705,1.7170998632010943,34.29602420014115,32.44369936380945,16.0,20.0,24.0,28.0,74.0,27.627906976744185,0.03997801117034346,0.06294601885774796,0.08268934835212882,0.12869541164562928,0.22816517155500582,0.09708989430001716,0.008135216180744396,0.008975396407422485,0.01016952807463683,0.011143880890812422,0.028329892381240725,0.011627906976744186,0.0,0.0,0.0,0.0,0.1043450382831192,0.008383776629104932,0.0,0.0,0.0,0.0,0.10181797608721485,0.008318209847034873,False,ai
13,8611704,76,978,0.3431578947368421,0,23,0.6585173242078247,0.8696714710323397,16,1,1,-0.1592412654236337,-0.1592412654236314,1.695438596491228,33.003639169653894,31.378337051826325,9.0,17.0,22.0,27.0,63.0,25.736842105263158,0.04256169923116543,0.07041916655165986,0.10306252561341062,0.11700773383133872,0.22609612062777548,0.1046970427462733,0.005769248820297239,0.009718277053372307,0.011217942493731346,0.013607652897648814,0.029741646663110254,0.013157894736842105,0.0,0.0,0.0,0.007193324966299464,0.08527402035977519,0.009127284114623093,0.0,0.0,0.0,0.007094547482917322,0.08629665783479015,0.00914838518692454,False,ai
14,8758092,110,1587,0.264720600500417,0,27,0.6113596012018574,0.8651524363762703,52,1,1,-0.15006759760663554,-0.15006759760663588,1.735279399499583,39.16309676414367,36.81205799244517,14.0,19.0,23.0,37.0,94.0,28.854545454545455,0.03211177340443601,0.048850990078832396,0.0751330022135374,0.10463548483724314,0.22330007792692816,0.08501578947510403,0.005146839752197142,0.006716886761158955,0.007489187617959126,0.010987307141352355,0.027546639293726263,0.00909090909090909,0.0,0.0,0.0,0.005031841212290239,0.12634221168594434,0.006655806425712667,0.0,0.0,0.0,0.005293311021242968,0.12627248640355695,0.00668940133449932,False,ai
15,8607594,88,1222,0.31922675026123304,0,23,0.6257376466405973,0.8665561655828667,29,1,1,-0.1936365121722083,-0.19363651217220965,1.680773249738767,37.10157647119677,33.89819243265177,13.0,19.0,22.0,34.0,87.0,27.772727272727273,0.04698341245608717,0.06545810073390795,0.08654547227288845,0.11567296518124565,0.2463110248184374,0.0979364452085841,0.006490873463815565,0.00842148850824302,0.00921273236521302,0.01357187757803899,0.032872935160689315,0.011363636363636364,0.0,0.0,0.0,0.006914423836749887,0.13496490494118416,0.007745845007035582,0.0,0.0,0.0,0.006077720448101154,0.13203644308091403,0.00772682902092993,False,ai
16,8751308,95,1408,0.31534154535274356,0,28,0.6431802759556662,0.8796373880856647,17,1,1,-0.16393703739871457,-0.16393703739871615,1.6846584546472565,39.778015765576136,37.09012214487653,16.0,19.0,27.0,34.0,94.0,29.642105263157895,0.03598548527124143,0.054075809440323745,0.09881614276918041,0.11804839403529398,0.2262259444053511,0.09160573751762614,0.006408105383924743,0.007433283752587703,0.009303469483807109,0.01137750177515153,0.031121152546537,0.010526315789473684,0.0,0.0,0.0,0.003067912425045318,0.13498814670197995,0.007186107787946679,0.0,0.0,0.0,0.0029633245014642254,0.13494166318038836,0.007164089277719085,False,ai
17,8761678,66,823,0.3836829836829837,0,21,0.6815579890492782,0.8917349010059893,7,1,1,-0.19942151083907364,-0.19942151083907378,1.6163170163170164,31.40065217593161,28.9492391484898,16.0,20.0,20.0,24.0,65.0,24.939393939393938,0.0785961651623959,0.08655765371585478,0.10921313325248097,0.10995544775120011,0.25247503695102474,0.11537177862622422,0.010567037302008083,0.012330092132905722,0.012663413617934592,0.014816136234822407,0.03649893648492896,0.015151515151515155,0.0,0.0,0.0,0.0023009343187839846,0.13205968484170982,0.009312198825515774,0.0,0.0,0.0,0.0025972667689304054,0.13029331102122943,0.009360090938670747,False,ai
18,8615550,82,988,0.29750075278530563,0,20,0.6048530868273357,0.876270266704737,20,1,1,-0.20234919057765616,-0.20234919057765335,1.7024992472146945,33.169673660923266,29.66210918187473,15.0,16.0,18.0,26.0,73.0,24.097560975609756,0.05548663857825615,0.07312351195317915,0.08919796367185939,0.10533232568061157,0.2505504911337271,0.10042379580234626,0.008206527327615482,0.008996934143171275,0.009506124475851922,0.012975608578762695,0.03382599341497377,0.012195121951219513,0.0,0.0,0.0,0.0038697531725003466,0.12494770603819666,0.008519522512195824,0.0,0.0,0.0,0.003555989401757072,0.12508715660297143,0.008573375372576325,False,ai
19,8713231,100,1259,0.2543434343434343,0,26,0.6790094523865323,0.8948579866238165,24,1,1,-0.025201441204530012,-0.025201441204529808,1.7626262626262625,31.157475838781025,31.465109949181244,16.0,16.0,22.0,26.0,81.0,25.18,0.023703419561117954,0.027216407996223897,0.07762054019464544,0.1264816484645401,0.23267564555315814,0.08475964658393899,0.006902731571285791,0.007640395442605924,0.008543883149686404,0.009412122958348847,0.02948109841609895,0.01,0.0,0.0,0.0,0.0,0.19671481914530137,0.007601931128125839,0.0,0.0,0.0,0.0,0.19807264360877136,0.007625504469505536,False,ai
20,8703389,73,1146,0.4360730593607306,0,35,0.7493130416402451,0.8879823070413992,10,1,1,-0.07618654496023795,-0.07618654496023977,1.5639269406392695,38.093682375655945,35.496771339082024,16.0,19.0,35.0,42.0,72.0,31.397260273972602,0.03678789892330585,0.05337573663306244,0.11668142773709579,0.1560700360085149,0.1936044095086134,0.10434563943549315,0.008694748235282527,0.008926389919741352,0.014161925977055,0.016935344692911837,0.03000698527296082,0.013698630136986295,0.0,0.0,0.0,0.004811044484730157,0.10140380235205668,0.007771025993202955,0.0,0.0,0.0,0.004996978571096542,0.10117138474409873,0.007772617894627331,False,ai
21,8768168,80,1072,0.3392405063291139,0,23,0.6370923008653206,0.8690494282699819,19,1,1,-0.19414171285423826,-0.19414171285423787,1.660759493670886,35.81759531757397,33.427447371541575,11.0,19.0,21.0,30.0,73.0,26.8,0.028604110442643726,0.07534002507963318,0.08654302493426264,0.12133524005391164,0.22201389731396792,0.10152327794128022,0.006819276628234672,0.00929564702040641,0.009938874458311115,0.013469140346670284,0.03219201632103268,0.0125,0.0,0.0,0.0,0.005194533537860826,0.11362896853064466,0.008244724120298965,0.0,0.0,0.0,0.005223585738855573,0.11274578162040447,0.00829876121414919,False,ai
22,8716039,91,1055,0.2576312576312576,1,22,0.6608177508559389,0.8944856641471565,14,2,2,-0.08178433059133154,-0.08178433059133199,1.8134831460674157,29.65428311734637,27.55276318119724,0.0,17.0,19.0,22.0,68.0,23.186813186813186,0.0,0.04679780604372401,0.07817136918232408,0.11635676792074703,0.24060787547527202,0.089997842129968,0.0016483516483516486,0.008608796976171527,0.009049929862407907,0.00977116875407431,0.02868198784123039,0.010886366380871874,0.0,0.0,0.0,0.0,0.13280342118717525,0.008733793979923701,0.0,0.0,0.0,0.0,0.13663831171848137,0.00873660342353637,False,ai
23,8724403,99,1218,0.2510822510822511,0,24,0.6329318368464276,0.8616363594150395,63,1,1,-0.08305495455876838,-0.08305495455877039,1.7633477633477634,31.316139277908917,30.248162998537097,14.0,15.0,19.0,31.5,65.0,24.606060606060606,0.033566903748293346,0.055526313139356756,0.07081551360173652,0.11283641424871255,0.21572197912071206,0.08886556399751648,0.006492373126503471,0.007351103552150158,0.007980318317869772,0.012663145401569629,0.02500073682635469,0.010101010101010102,0.0,0.0,0.0,0.007411458529777815,0.09721645984989649,0.007710530416373183,0.0,0.0,0.0,0.007496322558744736,0.09738618790783037,0.007706149108480392,False,ai
24,8756363,67,685,0.3098145635459068,0,17,0.5939232771302478,0.8514149064212772,34,1,1,-0.2127816864575495,-0.21278168645754866,1.6996834011759385,28.19390898768263,26.04649639972724,11.0,13.0,16.0,24.0,63.0,20.44776119402985,0.06183318137164102,0.07167396040974196,0.09060913192473552,0.1392284631672478,0.27466347521059203,0.11136797945833875,0.008988615239287399,0.010480446337128782,0.012047491066917585,0.016807011285752044,0.04241891886267315,0.014925373134328356,0.0,0.0,0.0,0.006786594152372996,0.14965369776412638,0.0103887201837689,0.0,0.0,0.0,0.007158462325105766,0.1521173244084806,0.010494522229182597,False,ai
25,8756276,76,997,0.34982456140350876,0,26,0.7278826956436356,0.9064961196706921,16,1,1,-0.11844788695682915,-0.11844788695682767,1.6501754385964913,31.99472284037829,29.704696428067955,10.0,19.0,25.0,26.0,70.0,26.236842105263158,0.030512315195565725,0.06127150486138724,0.11334725508166461,0.11899560588708967,0.24367067001835435,0.10513340753888084,0.006882835045556991,0.010491348976919033,0.012212872693223603,0.0125333437429683,0.03218609113330461,0.013157894736842108,0.0,0.0,0.0,0.0,0.11774276019150032,0.008581102735921753,0.0,0.0,0.0,0.0,0.1195556175335723,0.008518716956943567,False,ai
26,8712765,94,1135,0.25966598032486843,0,25,0.624381440298073,0.8586603183148886,54,1,1,-0.14204474210889806,-0.14204474210889884,1.7403340196751316,32.054946822891324,29.9552018867397,11.0,14.0,19.0,25.75,83.0,24.148936170212767,0.035137330788111515,0.04665723500380988,0.08534140458664652,0.113251002910801,0.26250307205452383,0.09212808892609087,0.005945625901531634,0.007256048243069527,0.008629123764304998,0.01175152220553585,0.033490515917644424,0.010638297872340424,0.0,0.0,0.0,0.006774973271975098,0.1769162831775935,0.007874011854286645,0.0,0.0,0.0,0.006838888114163543,0.17800864593499585,0.00789206130681955,False,ai
27,8712365,80,969,0.3066455696202532,0,22,0.6326735657590676,0.8950890864467203,10,1,1,-0.18809881727460848,-0.1880988172746051,1.6933544303797468,33.109015923498006,30.851404439903693,14.0,15.0,21.0,22.0,79.0,24.225,0.04562144911131461,0.06676391251580066,0.09349627588086241,0.11202055127648715,0.258143696910631,0.10120244647747109,0.008085662298951399,0.008734876710559825,0.010589169373707949,0.011199609394795746,0.037701642806765516,0.0125,0.0,0.0,0.0,0.0,0.17233765630082196,0.008643029795936742,0.0,0.0,0.0,0.0,0.1712220517826238,0.00867527773904091,False,ai
28,8754213,100,1252,0.25292929292929295,0,21,0.5957201686439847,0.8854338573786155,26,1,1,-0.1858385133546676,-0.18583851335466844,1.747070707070707,35.241021599361744,31.552270140193826,13.0,19.0,20.0,21.0,94.0,25.04,0.049124011603567753,0.07068322490078194,0.07933502770193,0.0901447485191707,0.26958547706122143,0.09065796905878563,0.0060312796064673855,0.007765883155111239,0.008131935676639905,0.008308497481233116,0.0341279969644305,0.01,0.0,0.0,0.0,0.0,0.1768930414167977,0.007473388183888372,0.0,0.0,0.0,0.0,0.17891507460603184,0.007485938734718094,False,ai
29,8762102,86,1248,0.3414500683994528,0,24,0.619347227683838,0.8459188002315159,43,1,1,-0.20234463779982365,-0.20234463779982378,1.6585499316005472,39.19266747055761,36.4717927318656,13.0,17.0,23.0,36.0,78.0,29.023255813953487,0.04045795237344588,0.06009196352374832,0.09123266641443946,0.12084041828348398,0.21854960361858466,0.0978525095641652,0.006609282449642463,0.007392184522603595,0.009335558659789593,0.014000632256864718,0.02883711832007803,0.011627906976744184,0.0,0.0,0.0,0.006403105099242328,0.08099753637334897,0.007664916508027837,0.0,0.0,0.0,0.0056535583135778385,0.0817180309580186,0.007638161457809421,False,ai
30,8725482,87,1092,0.29190056134723336,0,23,0.6143425620184574,0.8891409511464067,26,1,1,-0.20545479646740036,-0.20545479646740075,1.7080994386527666,35.25099793948607,31.73234600397268,12.0,19.0,21.0,23.0,86.0,25.103448275862068,0.04947266225170269,0.07848448994739655,0.08483753843964305,0.10584914109079828,0.2611318313459097,0.09767623130589043,0.006679268956303461,0.008978167309374056,0.009698425264733954,0.010288933957444499,0.036343142026503135,0.011494252873563218,0.0,0.0,0.0,0.0,0.15369776414259465,0.008105764437540908,0.0,0.0,0.0,0.0,0.15225677497325538,0.008133547691825536,False,ai
31,8727940,87,1492,0.3988238438920075,0,26,0.6469164488333817,0.8600890520871637,40,1,1,-0.2326343554405122,-0.23263435544050698,1.6011761561079925,44.55017091885837,40.91890596134454,19.0,25.0,25.0,41.0,86.0,34.298850574712645,0.06162598629087447,0.07905789306423397,0.08352939848588774,0.11832118265039232,0.20957488129034937,0.10027119073893352,0.007105893144875908,0.008681820598309003,0.008746242537177573,0.013388620342634118,0.026781393354810886,0.011494252873563222,0.0,0.0,0.0,0.006345000697252833,0.06840050202202827,0.006905741569785737,0.0,0.0,0.0,0.006612280946404511,0.06851671082600724,0.006926311863823396,False,ai
32,8600533,92,1290,0.30817009077878643,0,25,0.6326390882788171,0.8736110704151568,21,1,1,-0.1722399805942314,-0.1722399805942285,1.6918299092212137,37.321402386228044,34.87552668286742,14.0,19.0,21.0,33.0,84.0,28.043478260869566,0.03937324842256588,0.059680042933114345,0.07710751516433265,0.10697849226143277,0.23451473142513646,0.09434021867621407,0.006607012690564132,0.008065861146788025,0.00859808798875612,0.01272093572542155,0.03032863088324228,0.010869565217391311,0.0,0.0,0.0,0.0037244921675265988,0.1334541904894575,0.007515930711258161,0.0,0.0,0.0,0.003951099335285629,0.13536001487471266,0.007493952089636052,False,ai
33,8618217,74,676,0.2502776749352092,0,20,0.6430075955830727,0.8940166144389362,11,1,1,-0.12849595546978065,-0.12849595546978115,1.7741577193631988,24.674791913054747,22.741794617945825,7.0,13.25,15.0,20.0,61.0,18.27027027027027,0.031736225062585756,0.06164580351504075,0.08295831942743406,0.15233560425921938,0.2758006196687535,0.10105081873622938,0.006749528440097242,0.010503699060009433,0.011248581114089294,0.01357216601316816,0.04187158615996628,0.013513513513513514,0.0,0.0,0.0,0.0,0.21919304606514398,0.010471983627749159,0.0,0.0,0.0,0.0,0.2160786501185075,0.01037116463835118,False,ai
34,8712415,79,999,0.32424537487828625,0,23,0.6395895271890285,0.893547548672535,14,1,1,-0.1996432494005632,-0.199643249400561,1.6757546251217137,33.727425294125595,30.103689863838003,16.0,18.0,20.0,23.0,78.0,25.29113924050633,0.061214092501251864,0.07302413131312858,0.08996637329462472,0.10644253576183947,0.257183495942264,0.10358175274888676,0.008609273312687798,0.009448540899095395,0.010270313962550608,0.011303049549007724,0.035926577502715676,0.012658227848101266,0.0,0.0,0.0,0.0,0.13703342165200988,0.00855473316987564,0.0,0.0,0.0,0.0,0.1382419932133912,0.008542082591214634,False,ai
35,8607908,83,1672,0.49133117837202467,0,33,0.7362055933484505,0.8796958128685117,9,1,1,-0.1899040151120543,-0.18990401511206015,1.5086688216279753,47.23595312642572,45.179038138852626,24.0,32.0,33.0,47.5,82.0,40.28915662650602,0.06423239396796503,0.08704944352001158,0.08844325029654412,0.11920157112873433,0.189090312762024,0.10482251925905949,0.008003956248405206,0.00977840709545322,0.010128737008956374,0.014026711159956797,0.02299107953025405,0.012048192771084333,0.0,0.0,0.0,0.007312420517168304,0.04884030763640776,0.00611493390749458,0.0,0.0,0.0,0.007176164234239702,0.04899170350632843,0.006132444755099862,False,ai
36,8704102,82,1170,0.3523035230352303,0,28,0.6701068129330254,0.888603541224657,18,1,1,-0.18193747124370557,-0.18193747124370593,1.6476964769647697,37.634222375347065,34.80024599318328,15.0,15.0,26.0,29.0,81.0,28.536585365853657,0.043003008451091944,0.05742687176896375,0.09926901938294846,0.11528607613089568,0.22602501424131552,0.10005955613679797,0.007265822815977707,0.007958582944239777,0.010924471499498876,0.0123796176292567,0.03252224923568435,0.012195121951219513,0.0,0.0,0.0,0.003956909775484576,0.1143494631153143,0.007887743429100305,0.0,0.0,0.0,0.00380002789011294,0.11397759494258158,0.007910418317681571,False,ai
37,8724163,66,989,0.46107226107226107,0,29,0.7162421493370551,0.8779527053560947,9,1,1,-0.20616857796726323,-0.20616857796726445,1.538927738927739,36.89797003253177,34.8194563812078,15.0,20.0,29.0,38.0,65.0,29.96969696969697,0.06065594575876766,0.08245690008722203,0.11035907395833357,0.1489071750855499,0.21156823078194634,0.11492410539674082,0.00878516449408763,0.010788788661186528,0.014214393652764204,0.01831268348019273,0.03096757829360895,0.015151515151515155,0.0,0.0,0.0,0.006403105099242328,0.0700041835169381,0.008161379518233187,0.0,0.0,0.0,0.006559986984613965,0.06942313949704323,0.00810926163038807,False,ai
38,8724326,83,1263,0.37114310902145164,0,29,0.6566761452084934,0.8866613125148097,13,1,1,-0.23010113853129496,-0.23010113853129247,1.6288568909785484,41.011801645103965,37.106193214825744,15.0,18.0,26.0,33.0,82.0,30.433734939759034,0.043259211544392405,0.06277938049134978,0.09118899643487871,0.11301785113063632,0.2174438760923253,0.10050546578913615,0.006924898039341007,0.007990825196999054,0.010294047940226541,0.013232262696251825,0.030409298268665667,0.01204819277108434,0.0,0.0,0.0,0.004915632408311248,0.08968995491097617,0.007567293298139898,0.0,0.0,0.0,0.0049853576906986425,0.0891553944126729,0.007563653022352598,False,ai
39,8603371,72,759,0.29694835680751175,0,23,0.6868739027161004,0.8978382020121892,19,1,1,-0.10443516233632692,-0.10443516233632813,1.7030516431924883,26.740994891738396,24.885780691088662,11.0,12.0,18.0,23.0,64.0,21.083333333333332,0.036668216610655294,0.049204900454641626,0.09443423949827529,0.15044343749345054,0.25903295650001457,0.10332996861023869,0.008676909237849837,0.00923603715422849,0.011864688805168971,0.013850830949496,0.039001370501343356,0.013888888888888888,0.0,0.0,0.0,0.0,0.1778227118486295,0.009720543650608595,0.0,0.0,0.0,0.0,0.17763677776226314,0.009785104097263584,False,ai
40,8715734,83,992,0.2915074933881869,0,21,0.6331225431550163,0.869755073604589,21,1,1,-0.13477415564899337,-0.13477415564899325,1.724360858066412,31.12126000431208,29.43726273170337,11.0,15.0,20.0,29.5,64.0,23.903614457831324,0.0349205033607302,0.06398865714477861,0.09359608595153501,0.1124438800213684,0.2213701774330079,0.0989884284909294,0.007033660548206541,0.008522917835322233,0.01009369084303859,0.01478912859684544,0.03009150807110464,0.012048192771084336,0.0,0.0,0.0,0.010168270348161623,0.12887556361268596,0.008741142228934918,0.0,0.0,0.0,0.01033096267373221,0.12973550876213036,0.008657695907041582,False,ai
41,8724478,64,975,0.4836309523809524,0,33,0.7731521066132028,0.9012272120548489,10,1,1,-0.11126163260090689,-0.11126163260090846,1.5163690476190477,35.999248170897914,34.166375919486576,17.0,19.0,33.0,33.0,63.0,30.46875,0.05327452082216873,0.05433520662979706,0.1479614669308045,0.14796146693080453,0.19826570330864177,0.11392433504084962,0.010180443239509934,0.011320764525742297,0.015880630652539564,0.015880630652539564,0.030769691215192643,0.015624999999999998,0.0,0.0,0.0,0.006577418305210814,0.07841770092501577,0.008071790893877804,0.0,0.0,0.0,0.006798215032770896,0.077371821689205,0.008094306349648734,False,ai
